timestamp,sender_mac,sender_ip,target_mac,target_ip,operation,label
1737294347.014947,00:ad:24:bf:9d:52,192.168.1.1,4c:5f:70:98:4d:bf,192.168.1.63,2,Normal
1737294378.310253,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.15,1,Normal
1737294378.310253,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.15,1,Normal
1737294384.558775,5c:ba:ef:de:f8:11,192.168.1.15,00:00:00:00:00:00,192.168.1.9,1,Normal
1737294387.320856,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.72,1,Normal
1737294387.423199,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.72,1,Normal
1737294569.013613,4c:5f:70:98:4d:bf,192.168.1.63,00:ad:24:bf:9d:52,192.168.1.1,1,Normal
1737294569.01758,00:ad:24:bf:9d:52,192.168.1.1,4c:5f:70:98:4d:bf,192.168.1.63,2,Normal
1737294575.12445,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.83,1,Normal
1737294677.974233,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294677.974291,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294805.938438,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.72,1,Normal
1737294827.995375,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294827.995416,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294847.970392,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294847.97046,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294868.190379,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294868.190414,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294888.494097,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294888.49413,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294908.374079,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294908.374153,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737294948.563522,9c:2f:4e:32:19:52,192.168.1.9,00:00:00:00:00:00,192.168.1.63,1,Normal
1737294948.563563,4c:5f:70:98:4d:bf,192.168.1.63,9c:2f:4e:32:19:52,192.168.1.9,2,Normal
1737295050.576707,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295051.600281,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295052.520687,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295054.15687,bc:09:eb:12:1d:b3,192.168.1.35,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295055.180831,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295061.737648,3a:90:c7:14:ab:65,192.168.1.31,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295072.392186,bc:09:eb:12:1d:b3,192.168.1.35,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295087.438166,3a:90:c7:14:ab:65,192.168.1.31,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295096.456372,bc:09:eb:12:1d:b3,192.168.1.35,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295130.445675,3a:90:c7:14:ab:65,192.168.1.31,00:00:00:00:00:00,192.168.1.1,1,Normal
1737295175.195441,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.83,1,Normal
1737295198.134198,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295199.157041,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295200.183149,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295206.529908,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295207.248609,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295207.555657,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295208.272048,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295208.4757,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295209.296678,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295212.476792,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295212.476792,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295214.414825,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295216.156093,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295216.565904,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295217.081107,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295217.486927,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295218.053138,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295218.518343,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295220.355123,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295220.355123,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295220.765567,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295221.378071,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295221.787576,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295222.401915,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295222.811741,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295224.245575,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295225.170588,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295226.141213,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295227.215107,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295228.148902,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295229.160642,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295229.467889,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295230.289449,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295230.491757,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295231.208493,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295231.51595,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295232.232646,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295233.235841,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295234.280952,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295235.229259,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295236.329261,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295237.352624,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295239.400579,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295240.32247,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295241.348637,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295242.37043,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295243.3946,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295244.422561,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295245.442308,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295246.381038,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295247.490287,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295248.51449,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295249.439178,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295250.46012,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295251.484198,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295252.512525,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295253.5322,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295254.556008,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295255.580125,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295256.605883,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295257.629246,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295257.833066,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295258.652482,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295259.681453,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295260.700006,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295261.629847,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295262.752625,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295263.670179,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295264.693933,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295265.71923,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295266.741867,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295267.765953,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295268.790561,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295269.81594,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295270.735529,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295271.868018,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295272.783646,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295273.811341,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295274.83149,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295275.855596,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295276.880643,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295277.904243,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295278.9321,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295279.84898,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295280.97577,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295281.898818,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295282.921443,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295283.945537,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295284.969112,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295285.993466,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295287.017668,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295288.041419,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295289.065485,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295290.089127,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295291.010879,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295291.994577,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295293.062833,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295294.083324,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295295.114735,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295296.130987,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295297.055297,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295297.055297,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295297.155142,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295297.364968,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295297.667034,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295298.081355,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295298.182539,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295298.182539,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295298.379944,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295298.998859,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295299.203682,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295299.203682,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295299.317411,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295299.919849,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295300.126801,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295300.23084,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295300.23084,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295300.842057,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295301.150938,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295301.251719,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295301.967694,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295302.172664,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295302.274803,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295302.587506,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295303.151879,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295303.708676,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295304.221162,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295304.324124,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295304.324124,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295305.244706,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295305.347317,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295305.553047,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295306.271703,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295306.289345,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295306.289345,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295307.29282,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295307.418823,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295307.497388,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295308.422984,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295308.422984,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295309.341508,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295309.341508,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295309.545352,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295310.262489,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295310.467992,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295310.467992,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295311.414196,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295311.594496,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295312.516132,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295312.516132,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295313.440948,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295313.577494,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295314.461842,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295314.461842,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295315.484903,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295315.68964,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295316.510641,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295316.510641,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295317.533045,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295317.740748,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295318.461891,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295318.461891,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295318.461891,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295318.530123,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295318.530123,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295319.376303,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295319.580978,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295320.606637,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295320.606637,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295320.606637,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295321.63562,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295321.63562,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295321.840016,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295322.654703,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295322.654703,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295322.654703,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295323.603019,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295323.779505,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295324.701906,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295324.701906,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295325.726942,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295325.832196,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295326.752991,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295326.752991,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295327.772761,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295327.875417,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295328.602297,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295328.79791,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295328.79791,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
1737295329.616347,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.13,1,Normal
1737295329.832673,00:ad:24:bf:9d:52,192.168.1.1,00:00:00:00:00:00,192.168.1.35,1,Normal
